"Country","ISO3","Year","Sex","AgeGroup","Indicator","StatisticalUnit","Value","Source","ICVACCategory","Dataset","Comments"
"Kosovo (UNSCR 1244)","XKX",2016,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2017,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2018,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",3,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2019,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",3,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2020,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2021,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",16,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Montenegro","MNE",2019,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Montenegro","MNE",2020,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",6,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Montenegro","MNE",2021,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",4,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Armenia","ARM",2021,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Armenia","ARM",2022,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Georgia","GEO",2020,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",20,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Georgia","GEO",2021,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",29,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Georgia","GEO",2022,"Total","1","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",13,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2015,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",14,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2016,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",22,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2017,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",64,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2018,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",54,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2019,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",33,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2020,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",32,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2021,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",25,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2022,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",14,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2019,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",9,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2020,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",10,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2021,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",18,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2022,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",20,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Romania","ROU",2015,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1034,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Data refer to children aged 1-2 years"
"Romania","ROU",2016,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1012,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Data refer to children aged 1-2 years"
"Romania","ROU",2017,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1097,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Data refer to children aged 1-2 years"
"Romania","ROU",2018,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1173,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Data refer to children aged 1-2 years"
"Romania","ROU",2019,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1316,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Data refer to children aged 1-2 years"
"Romania","ROU",2020,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",851,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Data refer to children aged 1-2 years"
"Romania","ROU",2021,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",825,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Data refer to children aged 1-2 years"
"Romania","ROU",2022,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",939,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Data refer to children aged 1-2 years"
"Kosovo (UNSCR 1244)","XKX",2015,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2016,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2017,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2018,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",3,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2019,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",3,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2020,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2021,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",19,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Montenegro","MNE",2019,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",8,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Montenegro","MNE",2020,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",7,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Montenegro","MNE",2021,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",3,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Republic of Moldova","MDA",2018,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",68,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0-2."
"Republic of Moldova","MDA",2019,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",60,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0-2."
"Republic of Moldova","MDA",2020,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",78,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0-2."
"Republic of Moldova","MDA",2021,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",98,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0-2."
"Republic of Moldova","MDA",2022,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",40,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0-2."
"Armenia","ARM",2021,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Armenia","ARM",2022,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Georgia","GEO",2020,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",23,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Georgia","GEO",2021,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",31,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Georgia","GEO",2022,"Total","2","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",21,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2015,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",16,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2016,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",25,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2017,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",76,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2018,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",64,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2019,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",46,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2020,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",31,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2021,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",30,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2022,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",16,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2019,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",10,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2020,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",13,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2021,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",14,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2022,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",19,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Albania","ALB",2018,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",160,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0 -3 years old"
"Albania","ALB",2019,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",141,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0 -3 years old"
"Albania","ALB",2020,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",127,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0 -3 years old"
"Albania","ALB",2021,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",110,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0 -3 years old"
"Albania","ALB",2022,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",114,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0 -3 years old"
"Kosovo (UNSCR 1244)","XKX",2015,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2016,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2017,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2018,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",3,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2019,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",3,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2020,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2021,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",25,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Montenegro","MNE",2019,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",27,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Montenegro","MNE",2020,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",22,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Montenegro","MNE",2021,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",13,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Armenia","ARM",2021,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Armenia","ARM",2022,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Georgia","GEO",2020,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",37,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Georgia","GEO",2021,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",41,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Georgia","GEO",2022,"Total","3","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",27,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2015,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",16,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2016,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",27,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2017,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",93,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2018,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",70,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2019,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",42,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2020,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",42,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2021,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",43,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2022,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",23,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2019,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",11,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2020,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",9,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2021,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",28,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2022,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",10,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2015,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2016,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2017,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2018,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",3,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2019,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",3,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2020,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2021,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",10,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Montenegro","MNE",2019,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",29,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
