"Country","ISO3","Indicator","Year","Value","Sex","AgeGroup","StatisticalUnit","RelationshipPerpetrator","Source","Dataset","ICVACCategory"
"Croatia","HRV","Victims of intentional homicide",2021,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2021,0.0395608586447004,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2021,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2021,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Latvia","LVA","Victims of intentional homicide",2021,0.0994113851883001,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2021,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2021,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS/GSH 2023 Revision","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2021,0.0340707879676059,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Russian Federation","RUS","Victims of intentional homicide",2021,0.313987511815871,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS/GSH 2023 Revision","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovenia","SVN","Victims of intentional homicide",2021,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2022,0.0881365940935261,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Bosnia and Herzegovina","BIH","Victims of intentional homicide",2022,0.243648019979138,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2022,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2022,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2022,0.137331605701734,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2022,0.127837331531789,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Greece","GRC","Victims of intentional homicide",2022,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2022,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2022,0.0192977174659781,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Ireland","IRL","Victims of intentional homicide",2022,0.0394692335351132,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2022,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2022,0.00991781487000133,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2022,0.20570551678197,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Latvia","LVA","Victims of intentional homicide",2022,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2022,0.391720593535043,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2022,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS/GSH 2023 Revision","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2022,0.0679172919066529,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovenia","SVN","Victims of intentional homicide",2022,0,"Female","Total","Rate per 100,000 population","Perpetrator unknown to the victim","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2010,0.023915352089586,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2010,0.23010734763442,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2011,0.139047213101989,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2012,0.0474516281068805,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2012,0.100053303397385,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2013,0.0353792818218066,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2013,0.0989074803356475,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2013,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2013,0.0183861653666422,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2013,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2013,3.2362566417563,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2013,0.0948578057776941,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Sweden","SWE","Victims of intentional homicide",2013,0.901654193438196,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2014,0.0117012903949022,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2014,0.0854931446100664,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2014,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2014,0.0977292307823866,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2014,0.0366203785082323,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2014,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2014,2.10355641270842,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2014,0.182846831981043,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Sweden","SWE","Victims of intentional homicide",2014,0.892535723742343,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Albania","ALB","Victims of intentional homicide",2015,1.97746316454471,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2015,0.0115708318305715,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Belarus","BLR","Victims of intentional homicide",2015,0.113394942523712,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2015,0.12074768900998,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2015,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2015,0.14255562465645,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2015,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2015,1.2913383215664,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2015,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2015,3.00293714245225,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2015,0.657061162538315,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2015,0.111495097619239,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Sweden","SWE","Victims of intentional homicide",2015,1.13713099210922,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Albania","ALB","Victims of intentional homicide",2016,2.32553054202563,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2016,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Azerbaijan","AZE","Victims of intentional homicide",2016,1.69402364496151,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Belarus","BLR","Victims of intentional homicide",2016,0.0927059952967158,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2016,0.0238865921930495,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2016,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2016,0.187048874401211,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2016,0.0365801320607321,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2016,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2016,0.920466117165585,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2016,0.520864037676463,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2016,0.0101883780153142,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2016,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2016,0.201268734896424,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Liechtenstein","LIE","Victims of intentional homicide",2016,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2016,3.34052113493183,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2016,0.641429961193487,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2016,1.89494578481154,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2016,0.0992729424879726,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Sweden","SWE","Victims of intentional homicide",2016,1.06497160695274,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Uzbekistan","UZB","Victims of intentional homicide",2016,0.63585776815513,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Albania","ALB","Victims of intentional homicide",2017,1.59758001357943,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2017,0.0454674830201685,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Azerbaijan","AZE","Victims of intentional homicide",2017,1.41983864079939,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Belarus","BLR","Victims of intentional homicide",2017,0.0515045721638801,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2017,0.0354958720075649,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2017,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2017,0.173072415653037,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2017,0.0321997794529773,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2017,0.0544648465725272,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2017,0.776377096146056,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2017,0.524750701675171,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2017,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2017,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2017,0.164988912745064,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2017,2.23794522198695,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Republic of Moldova","MDA","Victims of intentional homicide",2017,0.0314415379188091,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2017,1.66841502657994,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2017,1.10682786296839,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2017,0.284764550277157,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Sweden","SWE","Victims of intentional homicide",2017,1.01409895816245,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Uzbekistan","UZB","Victims of intentional homicide",2017,0.353725426804161,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Albania","ALB","Victims of intentional homicide",2018,1.52936396185905,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2018,0.011311560765761,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Azerbaijan","AZE","Victims of intentional homicide",2018,1.62521194241194,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Belarus","BLR","Victims of intentional homicide",2018,0.0928258605421402,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2018,0.0587238094745934,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2018,0.0808234866200216,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2018,0.036330963364861,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2018,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2018,0.78876367408173,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2018,0.168249615129005,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2018,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2018,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2018,0.180368474757081,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2018,1.59937248968057,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Republic of Moldova","MDA","Victims of intentional homicide",2018,0.0318285130641723,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2018,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2018,0.475093613237375,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2018,0.144625348901423,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2018,0.0917979285246641,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovenia","SVN","Victims of intentional homicide",2018,0.0474850944288588,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Sweden","SWE","Victims of intentional homicide",2018,0.806904107712645,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Uzbekistan","UZB","Victims of intentional homicide",2018,0.369804523794086,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2019,0.022522674702757,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Azerbaijan","AZE","Victims of intentional homicide",2019,1.39747338766019,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Bosnia and Herzegovina","BIH","Victims of intentional homicide",2019,0.565356388765238,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Belarus","BLR","Victims of intentional homicide",2019,0.0930331505025186,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2019,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2019,0.370128855141152,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2019,0.0697550171326139,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2019,0.154886218886223,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2019,0.181108991934673,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2019,0.84782925973372,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2019,0.145287174629372,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2019,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
