"Country","ISO3","Indicator","Year","Value","Sex","AgeGroup","StatisticalUnit","Source","Dataset","ICVACCategory","Comments","Reliability","WealthQuintile"
"Uzbekistan","UZB","Human trafficking  -  Total - Children","2012",15,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","15",NA,NA
"Uzbekistan","UZB","Human trafficking  -  Total - Children","2013",41,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","41",NA,NA
"Uzbekistan","UZB","Human trafficking  -  Total - Children","2015",33,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","33",NA,NA
"Uzbekistan","UZB","Human trafficking  -  Total - Children","2017",74,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","74",NA,NA
"Uzbekistan","UZB","Human trafficking  -  Total - Children","2013",30,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","30",NA,NA
"Uzbekistan","UZB","Human trafficking  -  Total - Children","2017",63,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","63",NA,NA
"Uzbekistan","UZB","Human trafficking  -  Total - Children","2017",11,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","11",NA,NA
"Holy See","VAT","Human trafficking  -  Total - Children","2021",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Holy See","VAT","Human trafficking  -  Total - Children","2021",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Holy See","VAT","Human trafficking  -  Total - Children","2021",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Holy See","VAT","Human trafficking  -  Total - Children","2021",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Holy See","VAT","Human trafficking  -  Total - Children","2019",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Holy See","VAT","Human trafficking  -  Total - Children","2019",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Holy See","VAT","Human trafficking  -  Total - Children","2019",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Holy See","VAT","Human trafficking  -  Total - Children","2019",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Holy See","VAT","Human trafficking  -  Total - Children","2020",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Holy See","VAT","Human trafficking  -  Total - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Holy See","VAT","Human trafficking  -  Total - Children","2020",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Holy See","VAT","Human trafficking  -  Total - Children","2020",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2020",24,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","24",NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2022",28,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","28",NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2021",20,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","20",NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2017",16,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","16",NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2022",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2018",16,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","16",NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2021",20,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","20",NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2017",16,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","16",NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2019",33,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","33",NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2020",24,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","24",NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2018",16,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","16",NA,NA
"Albania","ALB","Human trafficking  -  Sexual exploitaton - Children","2019",34,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","34",NA,NA
"Armenia","ARM","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Armenia","ARM","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Armenia","ARM","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Armenia","ARM","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Austria","AUT","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Austria","AUT","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2014",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2015",5,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","5",NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2016",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2014",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2015",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2022",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2016",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2022",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belgium","BEL","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2017",32,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","32",NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2021",20,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","20",NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2020",24,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","24",NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2018",49,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","49",NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2022",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2016",20,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","20",NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2020",24,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","24",NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2014",28,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","28",NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2016",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2015",24,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","24",NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2014",10,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","10",NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2015",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Bulgaria","BGR","Human trafficking  -  Sexual exploitaton - Children","2022",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Bosnia and Herzegovina","BIH","Human trafficking  -  Sexual exploitaton - Children","2014",6,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","6",NA,NA
"Bosnia and Herzegovina","BIH","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Bosnia and Herzegovina","BIH","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2018",13,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","13",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2018",17,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","17",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2015",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2018",30,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","30",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2016",7,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","7",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2014",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2017",33,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","33",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2019",28,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","28",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2020",30,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","30",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2021",19,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","19",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2019",10,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","10",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2020",34,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","34",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2019",18,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","18",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2021",99,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","99",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2014",10,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","10",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2022",104,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","104",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2015",10,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","10",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2016",64,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","64",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2022",25,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","25",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2017",26,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","26",NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Belarus","BLR","Human trafficking  -  Sexual exploitaton - Children","2017",7,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","7",NA,NA
"Switzerland","CHE","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Switzerland","CHE","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Switzerland","CHE","Human trafficking  -  Sexual exploitaton - Children","2020",6,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","6",NA,NA
"Switzerland","CHE","Human trafficking  -  Sexual exploitaton - Children","2021",6,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","6",NA,NA
"Switzerland","CHE","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Switzerland","CHE","Human trafficking  -  Sexual exploitaton - Children","2021",8,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","8",NA,NA
"Switzerland","CHE","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Switzerland","CHE","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Switzerland","CHE","Human trafficking  -  Sexual exploitaton - Children","2022",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Switzerland","CHE","Human trafficking  -  Sexual exploitaton - Children","2022",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Switzerland","CHE","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2015",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2015",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2016",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2016",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2014",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Cyprus","CYP","Human trafficking  -  Sexual exploitaton - Children","2014",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Czechia","CZE","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Czechia","CZE","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Czechia","CZE","Human trafficking  -  Sexual exploitaton - Children","2021",9,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","9",NA,NA
"Czechia","CZE","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Czechia","CZE","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Czechia","CZE","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Czechia","CZE","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Czechia","CZE","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Czechia","CZE","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Czechia","CZE","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2020",79,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","79",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2021",157,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","157",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2019",61,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","61",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2018",68,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","68",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2020",61,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","61",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2021",43,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","43",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2017",62,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","62",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2020",18,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","18",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2017",61,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","61",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2014",7,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","7",NA,NA
